number,name,ra_h,ra_m,ra_s,dec_d,dec_m,mag,BD_num,BD_mag,Lal_num,Lal_mag,WB_num,WB_mag,ARGEL,Albany,HEIS
341,,11,18,30,12,7.0,6.3,2335,6.1,21722,6,287,7,6,6.1,6
342,,11,19,50,9,20.8,7.0,2494,7.0,21766,6.5,321,8,,,
343,TAU LEO,11,21,31,3,32.7,5.3,2504,5.0,21818,4.5,348,6,5,5.2,5
344,,11,21,32,12,39.7,6.8,2338,7.0,21816,6.5,,,,,
345,,11,23,13,8,17.3,6.9,2512,7.5,21860,6.2,381,7,,,6.3
346,,11,31,43,9,34.5,6.4,2523,6.8,22058,6.5,533,7,,,6.3
347,XI VIR,11,38,50,8,57.2,5.3,2545,5.0,22223,4.5,660,6.5,4.7,4.8,4.7
348,NU VIR,11,39,26,7,13.8,4.0,2479,4.3,22242,4,668,6,4.3,4.1,4.3
349,4 A1 VIR,11,41,30,8,56.4,5.8,2549,6.0,22292,4.5,706,7,6,5.9,6
350,BET VIR,11,44,11,2,28.1,3.7,2489,3.3,22343,3,745,3,3.3,3.3,3.3
351,,11,44,31,12,58.4,6.7,2465,6.2,,,,,6,,6
352,6 A2 VIR,11,48,39,9,8.3,6.1,2560,5.5,22447,5.5,817,7,6,6.0,6
353,7 b VIR,11,53,33,4,21.1,5.8,2556,5.8,22572,5.8,899,6.5,6,5.8,5.7
354,PI VIR,11,54,28,7,18.7,4.9,2502,4.5,22590,5,919,6,4.3,4.5,4.3
355,,11,54,50,13,4.4,6.8,2482,7.2,22601,7,926,7,,,
356,,11,56,30,13,30.3,6.7,2485,8.0,22643,7,952,8,,,
357,OMI VIR,11,58,51,9,25.7,4.2,2583,4.2,,,991,6,4,4.1,4
358,,12,0,47,13,41.0,6.8,2482,7.2,22741,7,,,,,
359,10 VIR,12,3,17,2,36.0,6.4,2517,6.4,22807,6.5,14,7,6,6.1,5.7
360,11 VIR,12,3,42,6,30.1,6.1,2559,6.5,22818,6,19,6,6,5.9,6
361,12 VIR,12,7,4,10,57.5,5.9,2440,6.4,22913,6.5,79,7,6,6.1,6
362,6 COM,12,9,39,15,35.7,5.4,2436,5.1,22984,5.5,170,5.8,5,5.2,5
363,ETA VIR,12,13,31,0,1.7,4.0,2926,3.2,23090,3.3,191,4,3.3,3.6,3.3
364,,12,13,45,14,33.0,7.0,2489,7.2,23106,7,197,7,,,6.3
365,16 c VIR,12,14,0,4,0.6,5.5,2604,5.2,23113,4,207,6,5,5.3,5
366,11 COM,12,14,24,18,29.0,5.1,2592,4.5,23127,4.5,280,6,5,5.0,5
367,17 VIR,12,16,11,6,0.1,6.6,2599,7.1,23167,6,241,7,,,
368,,12,21,20,9,18.2,6.6,2628,6.5,23299,7,328,7,,,6.3
369,,12,25,0,8,17.7,6.4,2609,6.5,23410,6.5,398,,,,6.3
370,20 VIR,12,26,43,10,59.1,6.6,2473,6.4,23459,6,423,7,,,6.3
371,24 COM,12,28,51,19,3.9,5.4,2584,4.3,23526,5.8,595,7,5,5.0,5
372,,12,30,48,9,29.1,6.7,2648,7.0,23588,6.5,491,7,,,
373,RHO VIR,12,35,33,10,55.5,5.0,2485,5.2,,,575,5.5,5,4.9,5
374,31 d1 VIR,12,35,37,7,29.6,5.8,2568,6.0,23697,6,,,6,5.7,6
375,32 d2 VIR,12,39,18,8,21.4,5.7,2639,6.0,23787,6,649,6.5,6,5.6,6
376,33 VIR,12,40,1,10,14.5,6.1,2468,6.4,23834,5.8,659,6,6,5.9,6
377,27 COM,12,40,24,17,15.6,5.6,2533,5.2,23818,5,814,6,5,5.2,5
378,,12,40,41,6,38.2,6.5,2660,6.7,23824,6.5,669,7,,5.9,6.3
379,34 VIR,12,40,56,12,38.5,6.4,2512,6.5,23836,6,674,6.5,,6.0,6.3
380,28 COM,12,41,59,14,14.2,6.8,2546,6.5,23873,6.5,696,7,,,6.3
381,41 VIR,12,47,33,13,5.9,6.5,2602,6.0,24029,6,790,7,6,6.1,6
382,DEL VIR,12,49,18,4,4.6,3.5,2669,3.0,24078,3,827,4,3,3.3,3
383,,13,2,31,5,54.8,6.9,2697,6.8,24414,6.5,1063,7,,,
384,,13,2,57,10,41.4,6.1,2516,6.7,24430,5.8,8,6.5,,6.0,6
