number,name,ra_h,ra_m,ra_s,dec_d,dec_m,mag,BD_num,BD_mag,Lal_num,Lal_mag,WB_num,WB_mag,ARGEL,Albany,HEIS
165,97 i TAU,4,44,3,18,37.5,5.6,743,4.5,9082,7,962,6,5.3,5.4,5.3
166,,4,44,16,10,51.2,7.0,654,7.5,9091,8,926,7.5,,,
167,PI4 ORI,4,44,33,5,23.4,3.7,745,4.0,9111,5.5,,,4.3,3.8,4.3
168,,4,44,46,13,26.5,6.6,728,6.8,9109,6.8,943,7,,,
169,,4,44,53,9,45.7,6.3,668,6.2,9115,7,,,6,6.1,6
170,PI5 ORI,4,47,45,2,14.1,3.7,810,3.5,9213,4,1023,4,4,3.9,4
171,,4,53,57,3,25.8,6.2,736,7.8,9418,8,1162,7.5,6,6.1,6.3
171,,4,53,59,3,25.8,6.2,737,7.8,9419,7.5,1164,7.5,6,6.1,6.3
172,,4,55,47,7,14.8,6.8,778,7.5,9475,8,,,,,
173,,4,57,42,7,39.3,7.1,787,7.3,9533,8.5,1260,8,,,
174,13 ORI,5,0,48,9,19.3,6.5,736,6.8,,,1343,7,,,6.3
175,,5,0,51,10,43.6,7.0,718,7.1,9631,8,,,,,
176,14 i ORI,5,1,4,8,20.1,5.9,866,5.8,9646,7,1353,7,6,5.8,6
177,16 h ORI,5,2,26,9,39.8,5.9,743,6.0,9693,6,1392,6.5,6,5.9,6
178,,5,3,8,13,23.4,6.8,821,7.0,9713,6.5,,,,,
179,RHO ORI,5,6,46,2,42.6,5.1,888,4.8,,,103,5,5,5.0,5
180,18 ORI,5,9,8,11,11.9,5.9,756,6.0,,,166,7,6,6.0,6
181,21 ORI,5,12,40,2,27.9,5.9,916,6.1,9954,5.8,248,6,5.7,5.8,6
182,,5,14,1,9,35.7,6.7,806,7.0,,,,,,,
183,,5,14,57,8,17.8,6.1,933,6.5,,,,,6,6.1,6
184,23 m ORI,5,16,16,3,25.3,5.2,871,5.3,10088,6,342,6,5.3,5.4,5.3
185,25 ORI,5,18,16,1,43.8,5.4,1005,5.0,10145,5.5,391,5,5,5.3,5
186,PSI ORI,5,20,17,2,59.2,5.0,962,5.3,10212,5.5,,,5,5.0,5
187,32 A ORI,5,24,6,5,51.2,4.8,939,5.5,10350,6,,,5.3,4.9,5.3
188,,5,28,3,5,34.5,6.9,958,7.3,10487,8,656,8,,,
189,LAM ORI,5,28,15,9,50.9,3.5,879,3.5,10497,,,,3.3,3.5,3.3
190,,5,30,7,10,57.4,6.6,828,6.5,10561,7.5,718,7,,,6.3
191,OME ORI,5,32,35,4,2.9,5.0,1002,5.0,10654,5,789,5,5,4.9,5
192,,5,40,0,9,28.4,6.2,954,6.0,,,,,6,6.0,6
193,52 ORI,5,41,17,6,24.5,5.9,1027,5.7,10980,7,,,5.7,5.9,5.7
194,134 TAU,5,42,32,12,36.3,5.1,912,5.1,11019,6,,,5.3,5.4,5.3
195,,5,43,10,9,49.9,6.2,978,6.0,11047,7,1064,6.5,6,6.1,6
196,137 TAU,5,45,16,14,8.3,6.0,1060,6.0,11092,6,1119,7,6,6.0,6
197,,5,47,18,10,33.4,6.7,927,6.5,11157,7.5,,,,,
198,,5,49,36,9,29.3,6.4,1016,6.5,11217,7.5,1226,7,6,6.1,6.3
199,,5,49,50,11,30.1,6.5,975,6.5,11224,6.5,,,6,6.1,6
200,,5,51,51,12,47.7,6.2,968,6.5,11292,7,1287,7,6,6.1,6
201,,5,52,39,8,24.3,7.5,1133,8.0,11330,8.5,1311,8,,,
202,MU ORI,5,55,30,9,38.7,4.7,1064,5.0,11431,4.5,1387,6,4.7,4.6,4.7
203,,5,56,24,7,37.6,7.4,1103,7.7,11456,8,1415,8,,,
204,,5,56,26,11,40.8,6.5,1009,6.5,11455,6.5,,,6,6.1,6
205,63 ORI,5,58,18,5,25.5,6.3,1085,6.4,11524,7,1458,7,6,6.1,6.3
206,NU ORI,6,0,26,14,46.9,4.7,1152,4.0,11602,4.5,1516,6,4.7,4.8,4.7
207,,6,1,57,8,41.2,6.8,1202,7.5,11672,8,1568,8,,,
208,68 ORI,6,4,37,19,48.9,6.3,1253,6.0,,,57,7,6,6.1,6
